,text,hoax
336,Bantuan PCR Pemerintah Republik Korea Berkapasitas 32.200 Tes,0
337,Semangat Pengelola Medsos Yogya Lakukan Gotong Royong Virtual Akhiri COVID-19,0
338,Presiden Jokowi Beri Empat Arahan Guna Antisipasi Mudik di Tengah Krisis COVID-19,0
339,"Dokter Reisa: Menjalani Rapid Test, Tidak Sama Dengan Karantina",0
340,Perlindungan Bagi Warga Negara Asing di Indonesia Selama Pandemi COVID-19,0
341,Kapasitas Testing 16 Provinsi Capai Target WHO,0
342,Infografis COVID-19 (20 Mei 2020),0
343,Jemaah Umrah Wajib Patuhi Pedoman Ibadah Masa Pandemi,0
344,36 Kabupaten/Kota Beralih dari Zona Risiko Sedang Menjadi Zona Risiko Rendah COVID-19,0
345,"Pasien Sembuh COVID-19 Jadi 27.568, Kasus Positif Bertambah 1.301 dan Meninggal Naik 49",0
346,"Tak Perlu Ikut Rapid Test, Mencium Bau Cuka Bisa Deteksi Seseorang Terkena Covid-19 Atau Tidak",1
347,warga Puruk cahu murung raya desa mangkuhui positif covid-19 kabur,1
348,Pasar Kodya Cirebon Ditutup Mulai 20 Maret 2020,1
349,Foto Naik pesawat? Bebaaassss INDONESIA terserah lu ajah,1
350,Pemerintah Pastikan Vaksin Aman dan Terbukti Lolos Uji Klinis,0
351,"Foto Putri Presiden Rusia Vladimir Putin, Orang Pertama yang Sudah Divaksin Dengan Vaksin Tim Kedokteran Rusia",1
352,Mamah Dedeh: Protokol Kesehatan Harus Dimulai Dari Diri Sendiri,0
353,Pemerintah Membagikan Kuota 10GB Gratis sebagai Insentif untuk Melawan COVID-19,1
354,Link Untuk Mendapatkan 35 GB Kuota Gratis dari Operator,1
355,Tingkatkan Kecepatan dan Kapasitas Pengujian Sampel COVID-19,0
356,Pemerintah Membebaskan Pembayaran Bunga dan Penundaan Pembayaran Pokok Paling Lama 6 bulan untuk KUR yang Terdampak COVID-19,0
357,Kemendikbud Terbitkan Pedoman Penyelenggaraan Belajar dari Rumah,0
358,Analisis Data COVID-19 Indonesia (Update Per 19 Juli 2020),0
359,"Ketua Gugus Tugas: Jaga Jarak Mudah Diucapkan, Tetapi Sulit Dilakukan",0
360,Pengendalian Informasi di Level RT/RW dan Desa Menjadi Kunci Pencegahan COVID-19,0
361,Pemerintah Pantau Perkembangan Varian Baru Virus COVID-19,0
362,Infografis COVID-19 (29 Juni 2020),0
363,PGI Imbau Penggunaan Gereja Kosong untuk Isolasi COVID-19,0
364,Apa kabar Uji Klinik Vaksin COVID-19?,0
365,"Mereka yang Turun ke Jalanan Hari Ini Jika Besok Mereka Masih Hidup dan Sehat, Artinya Perihal Corona Hanya Politik & Bisnis Semata",1
366,"Pasien Sembuh COVID-19 Naik Jadi 16.798, Kasus Positif Bertambah 1.331",0
367,Tips Mendonasikan Makanan di tengah Wabah COVID – 19,0
368,Pasar Tebet Barat Ditutup Total Karena Ada Pedagang Positif Corona,1
369,"Kebijakan Rem Darurat, Pemprov DKI Jakarta Tetapkan Kembali Pembatasan Sosial Berskala Besar",0
370,hindari Citos byk karyawannya terpapar covid19. Area citos rawan,1
371,Klarifikasi tentang Pemberitaan Sinovac,0
372,Indikator Kesehatan Masyarakat Penentuan Zonasi Risiko Daerah,0
373,Video Italian Millionaire Terjun dari Bagunan karena Keluarganya Semua Kena Virus Corona,1
374,Tetap Produktif Meski di Rumah di Saat Pandemi COVID-19,0
375,Presentase Bunuh Diri Naik 200% Selama Lockdown,1
376,Video Italia Bergema Takbir Aamiin,1
377,Penyedia Tes Usap Mandiri Harus Transparan Guna Hindari Kecurangan Harga,0
378,Lindungi Kesehatan Jiwa Anak dan Remaja Saat Masa Pandemi COVID-19,0
379,Pasien Sembuh Dari COVID-19 Terus Bertambah Menjadi 395.443 Orang,0
380,Terapi Plasma Konvalesen Dapat Diakses Melalui PMI,0
381,Vaksin Sinovac Covid-19 yang akan di suntikkan kepada warga hanya untuk kelinci percobaan,1
382,Kasus Aktif di Sebagian Besar Kabupaten/Kota Di Bawah 100,0
383,[FALSE] Photos of “Italy. No More Spaces are Available in Hospitals. #CoronavirusLockdown”,1
384,"Dalam Sepekan Kesembuhan Pasien COVID-19 Naik 35,8%",0
385,vaksin Sinovac disebutkan memberi efek samping pembesaran alat kelamin,1
386,Gugus Tugas Salurkan Rp200 Miliar Donasi Masyarakat,0
387,Begini Pedoman Pengurusan Jenazah COVID-19 Menurut Fatwa MUI,0
388,Pemilihan 9 Provinsi Prioritas Berdasarkan 5 Pertimbangan,0
389,Aamir Khan Mendonasikan 1kg Tepung dan 15000 Rupee Kepada Warga yang Membutuhkan di Masa Lockdown,1
390,"10 Bulan Pandemi, Pemerintah Terus Kerja Keras dan Upayakan Pengadaan Vaksin COVID-19",0
391,Tingkatkan Kesembuhan Dengan Memutus Mata Rantai Penyebaran,0
392,Pasien Sembuh Mencapai 147.510 Kasus,0
393,Ragam Investasi: Memulai Usaha Salah Satunya,0
394,Kemenhub Telah Terbitkan Se Dirjen Tentang Petunjuk Operasional Transportasi Untuk Tindaklanjuti Se Gugus Tugas,0
395,"Hari Raya Idul Fitri, Pasien Sembuh COVID-19 Bertambah Jadi 5.402 Orang",0
396,Satgas Tegaskan Sosialisasi Vaksinasi Terus Dilakukan Secara Masif,0
397,"Pemerintah Stop Layanan KRL, MRT, LRT, dan Transjakarta di Jabodetabek Mulai 2 April 2020",1
398,Provinsi Banten telah Ajukan Permohonan PSBB kepada Kemenkes RI,0
399,Infografis COVID-19 (21 September 2020),0
400,Gugus Tugas Nasional Lakukan Peluncuran Awal Sistem Informasi Bersatu Lawan COVID,0
401,"KemenPAN-RB: ASN Harus Patuhi Larangan Mudik, Cegah Penularan COVID-19",0
402,Jenazah pasien yang ‘katanya’ kena kopit di Probolinggo setelah dibuka ternyata kedua bola matanya sudah tidak ada,1
403,Unilever Indonesia Distribusikan Lebih dari 40.000 Alat Tes PCR Melalui Gugus Tugas Nasional,0
404,Organisasi Keagamaan Dukung Kebijakan Pemerintah Sikapi Adaptasi Kebiasaan Baru,0
405,kadus dihakimi warga sampai babak belur akibat pembagian sembako corona tidak tepat sasaran,1
406,Teknologi Mungkinkan Vaksin Hadir Lebih Cepat,0
407,"Kasus Positif COVID-19 Bertambah 433 Orang, Pasien Sembuh Jadi 1.591",0
408,"Lebih Dari 15 Ribu Pasien COVID-19 Sembuh, Kasus Positif Bertambah 1.017 Orang",0
409,Ini Landasan Pemerintah Dalam Pemulihan Aktivitas Masyarakat Produktif dan Aman COVID-19,0
410,Sebanyak 5.816 Orang Mendaftar Sebagai Relawan COVID-19 Beranda »,0
411,Kemenkeu Beri Dukungan Relaksasi Pajak Sektor Industri di Tengah Pandemi COVID-19,0
412,Aplikasi Fight COVID-19 Butuh Dukungan Penuh untuk Digunakan Secara Nasional,0
413,sekarang Nussa Rarra dilarang diproduksi,1
414,"Pergi Ke Salon Saat Pandemi COVID-19, Ini Saran Dokter Reisa",0
415,Heboh! Pernyataan Dokter Indonesia Soal Covid,1
416,Ajarkan Anak Pakai Masker Seperti Gunakan Sandal Saat Keluar Rumah,0
417,Majelis Ulama Indonesia Berkomitmen Kawal Kehalalan Vaksin COVID-19,0
418,Perawat Dibekali Pelatihan Penanganan MERS-CoV Sebelum COVID-19,0
419,Vaksin Sinovac Mengandung Sel Kera Hijau Afrika,1
420,Hibah Pariwisata Untuk Dukung Industri Pariwisata Indonesia,0
421,Kemenparekraf Siapkan Berbagai Dukungan untuk Industri Pariwisata,0
422,Tantowi Yahya Berbagi Keberhasilan Selandia Baru Tangani COVID – 19,0
423,Hoaks: WHO menyatakan bahwa vaksin Sinovac adalah vaksin yang paling lemah,0
424,Infografis COVID-19 (04 Juli 2020),0
425,Vaksin Upaya Serius Negara Melindungi Masyarakat,0
426,Sheikh Hamdan Al Maktoum Memberikan Uang Selama COVID-19,1
427,"Pasien Sembuh COVID-19 Naik Jadi 1.151, Sebanyak 19 Provinsi Nihil Penambahan Kasus Positif",0
428,Mari Gunakan Ruang Digital dengan Cerdas di Tengah Pandemik COVID–19,0
429,Jakarta Zona Hitam,1
430,Akhirnya Ketangkap Juga Biang Penyebar Virus Corona dan Agen TKA China Ini,1
431,Vaksinasi Upaya Perlindungan Bagi Tenaga Kesehatan,0
432,Kasus Aktif COVID di Indonesia Di Bawah Rata-Rata Dunia,0
433,"Terlibat Pembuatan COVID-19 di China, FBI Menangkap Profesor Harvard",1
434,Terapkan 4 Sehat 5 Sempurna Kekinian Hadapi COVID-19,0
435,Pasien Sembuh Covid-19 Semakin Bertambah Menjadi 546.884 Orang,0
436,Regulasi PT KAI Bagi Calon Penumpang Kereta Api,0
437,Infografis COVID-19 (27 September 2020),0
438,Pernyataan Teddy Gusnaidi Sebut Anies Baswedan Bodoh dan Dungu,1
439,"Antisipasi Jadi Zona Merah, Wilayah Zona Oranye Diminta Perketat Penanganan Covid-19",0
440,Mendagri Ingatkan Protokol Perjalanan Hingga Tujuan Saat Libur Panjang,0
441,Pencapaian Tinggi Kesembuhan Harian Pasien COVID-19 Sebanyak 5.810 Orang,0
442,Meutya Hafid Ajak Wartawan Peduli Keselamatan Diri,0
443,Ustad Abdul Somad Ingatkan Dosa Besar Pembalakan dan Pembakaran Hutan,0
444,Perluasan Jejaring Laboratorium Daerah Guna Tingkatkan Kapasitas Tes,0
445,Pemerintah Ajak Masyarakat Tak Ragu Ikuti Vaksinasi,0
446,[Top 5] Topik Teratas Periksa Fakta MAFINDO Periode 18-24 April 2020,1
447,"Kasus Aktif COVID-19 16,6%, Reisa: Terkecil Dibandingkan Dalam Beberapa Bulan Terakhir",0
448,"Penanganan COVID-19 di Jawa Tengah, Papua dan Bali Perlu Perhatian Serius",0
449,Pasien Sembuh COVID-19 Sudah Mencapai 458.880 Orang,0
450,GTPPC19 Keluarkan Surat Edaran Pertegas Status Bencana Nasional,0
451,COVID-19 Tidak Membuat Orang Meninggal Dunia,1
452,9 Negara dan Komunitas Internasional Bantu Indonesia Lawan COVID–19,0
453,Staycation Pilihan Terbaik Mengisi Libur Panjang,0
454,Gugus Tugas Nasional Bantu Petugas Pemakaman dengan Baju APD Anti COVID-19,0
455,Yuri: Penambahan Kasus Positif COVID-19 Terbanyak Adalah Jawa Timur,0
456,"Belajar Tatap Muka RESMI Januari 2021, Anak Wajib Swab Test Sebelum Sekolah",1
457,Analisis Data COVID-19 Indonesia (Update Per 29 November 2020),0
458,UNICEF: Kepastian Anak Mendapatkan Hak Kesehatan Penting di Tengah COVID-19,0
459,"Air Kelapa Muda, Jeruk Nipis, dan Garam Obat Covid-19",1
460,Presiden Jokowi Instruksikan Percepatan Serapan Stimulus Penanganan COVID-19,0
461,Infografis COVID-19 (29 Oktober 2020),0
462,Ratusan Warga China yang Menetap di Indonesia Menuju Singapura karena Virus Corona,1
463,"Pesan Berantai ada 13 org penjual daging yg positif covid19, sekarang ini di pasar cileungsi lg dilakukan test swab massal",1
464,Kasus Aktif COVID-19 di 12 Kabupaten/Kota Lebih dari 1.000,0
465,Digitalisasi Majukan UMKM,0
466,Akun Facebook Wakil Bupati Probolinggo Meminta Sejumlah Dana,1
467,Pemerintah Uni Emirat Arab Serahkan Bantuan Peralatan Medis untuk Tangani COVID-19 di Tanah Air,0
468,[FALSE] “India Lockdown Failed!!” Video,1
469,Infografis COVID-19 (31 Maret 2020),0
470,Gubernur DKI: Jangan ke Jakarta Jika Tak Miliki Surat Izin Keluar Masuk,0
471,"Kasus Terkonfirmasi Positif COVID-19 Bertambah 489, Pasien Sembuh Jadi 4.129 Orang",0
472,Pembelajaran Tatap Muka Harus Utamakan Keselamatan Siswa ,0
473,"Hadir di Kantor PWNU Jatim, Ketua Gugus Tugas Nasional Sinergikan Frekuensi Atasi COVID-19",0
474,Dirjen Bimas Buddha Kemenag RI Imbau Perayaan Waisak Dilaksanakan dari Rumah,0
475,Infografis COVID-19 (5 September 2020),0
476,Jusuf Kalla: Mari Maknai Harkitnas untuk Bangkit Hadapi COVID-19,0
477,Pasien Sembuh COVID-19 Sudah Mencapai 454.879 Orang,0
478,Prof Wiku: Belum Ada Wacana Mengubah Definisi Kematian,0
479,Setiap Pendatang di Babel Dilacak Pergerakannya Pakai Aplikasi Fight COVID-19,0
480,Surat Edaran Kompensasi Zona Merah oleh Bupati Temanggung,1
481,"Pasien Sembuh COVID-19 Tembus Angka 1.002, Kasus Positif 8.211",0
482,Petinju Manny Pacman Bagi-bagi Hadiah Saat Pandemi,1
483,Pembunuhan Massal Berkedok Corona,1
484,Alfamart Menyumbangkan 6000 Kupon untuk Membantu Melawan COVID-19,1
485,"Vaksin Datang, Protokol Kesehatan Jangan Hilang",0
486,Awas Hoaks: Vaksin Sinovac memberi efek samping pembesaran alat kelamin,1
487,"Corona Mudah Diatasi Jika Saya Jadi Presiden CHINA, Camkan Itu",1
488,Kesembuhan Kumulatif Mencapai 221.340 Kasus,0
489,Satgas Luncurkan Inovasi Tingkatkan Kedisiplinan Protokol Kesehatan,0
490,Pemuka Agama Sepakat Imbau Umat Hindari Kerumunan Cegah COVID-19,0
491,Kolaborasi Pentaheliks Wujudkan Perubahan Perilaku Aman COVID-19 dan Produktif,0
492,"Perayaan Idul Adha, JK: Pengorbanan dengan Ikhlas Memberikan Manfaat Bagi Sesama",0
493,Keputusan Direktur Jenderal Pencegahan dan Pengendalian Penyakit Nomor HK.02.02/4/1/2021,0
494,Bantuan Satu Mobil Laboratorium PCR Penanganan COVID-19 di Jawa Barat,0
495,Polisi di Sumba Timur Bawa Rotan untuk Tertibkan Warga,1
496,Wapres Minta MUI Rilis Fatwa Tangani Jenazah COVID-19 dan Tata Cara Ibadah Bagi Petugas Medis,0
497,Kasus Positif Covid-19 di Indonesia Bertambah Menjadi 579,0
498,Strategi Banyuwangi Buka Kembali Sektor Pariwisata yang Aman COVID-19,0
499,Penyelarasan Data COVID-19 Terus Dimutakhirkan,0
500,Analisis Data COVID-19 Indonesia (Update Per 27 Desember 2020),0
501,Petugas Kebersihan SMAN 10 Yogyakarta Positif Virus Corona,1
502,Prinsip Utama Vaksin COVID-19: Aman dan Efektif,0
503,"Vaksin Telah Tiba, Hatiku Gembira",0
504,Kanada Sudah Terbebas dari Covid-19,1
505,Implementasi Protokol Kesehatan Ketat Pada Daerah Penyelenggara Pilkada,0
506,Perhatikan Protokol Kesehatan Tiga Kegiatan Utama Perayaan Idul Adha di Tengah Pandemi COVID-19,0
507,"COVID-19 Berbahaya, Vaksin dan 3M Pencegahannya",0
508,"Hindari Penularan COVID-19 di Kantor, Perhatikan Empat Belas Langkah Berikut Ini",0
509,Pasien Sembuh Harian Dari COVID-19 Tembus 2.060 Orang,0
510,Lansia dan Komorbid Terinfeksi COVID-19 dengan Gejala Khas,0
511,Mengabdikan Diri untuk Merawat Anak Negeri dari Pandemi,0
512,Pasien Sembuh Harian Mencapai 4.141 Orang,0
513,Arahan Kapolres Simalungun Meniadakan Perizinan Administrasi Pesta/Hiburan,1
514,"Tak Patuhi PSBB, Warga Cilegon akan di Denda",1
515,Kanika Kapoor Tularkan Virus Corona ke Pangeran Charles,1
516,Presiden Siapkan Sejumlah Langkah Mitigasi Lanjutan Dampak COVID-19 Terhadap UMKM,0
517,"Penambahan Kasus COVID: Sembuh 1.027, Meninggal 34, Positif 1.198 Orang",0
518,Alkohol Bisa Membunuh Coronavirus COVID-19,1
519,Dukungan Peneliti Upayakan Pencegahan dan Pengobatan COVID-19,0
520,4 Pesan Penting Satgas Covid-19 Menjelang Pilkada,0
521,Stok 290 Juta Dosis Vaksin COVID-19 Disiapkan Sampai Akhir 2021,0
522,Infografis COVID-19 (26 Agustus 2020),0
523,Infografis COVID-19 (28 Mei 2020),0
524,Kesembuhan COVID-19 Bertambah Menjadi 703.464 Orang,0
525,"Peneliti, analis laboratorium, tidak ada yang terkena corona, perawat sedikit menjadi korban",1
526,Korlap FPI Sebut Imam Besar Kami Punya Penangkal Virus Corona,1
527,Gugus Tugas Bekerja Sama dengan Kalbe Farma Siap Layani 4.000 Tes PCR Gratis,0
528,Infografis COVID-19 (15 Juni 2020),0
529,Infografis COVID-19 (27 Agustus 2020),0
530,Penelitian Transmisi Melalui Udara Virus SARS-CoV-2 Masih Terus Dikaji,0
531,Anies dapat instruksi dari ‘KAMI’ agar lakukan PSBB total beberapa bulan,1
532,"Pasien Sembuh COVID-19 Terus Bertambah Jadi 631, DKI Jakarta Paling Banyak",0
533,Kesembuhan Kumulatif COVID-19 Mencapai 496.886 Orang,0
534,"Berolahraga di Ruang Publik, Dokter Reisa : Tetap Wajib Patuhi Protokol Kesehatan",0
535,Infografis COVID-19 (01 Juli 2020),0
536,Rantai Distribusi Vaksin Telah Siap,0
537,Korban Virus Corona,1
538,Jalani Isolasi Mandiri di Rumah sampai Hasil Rapid Test Keluar,0
539,Warga Dihimbau Tak Melintas di Depan Toko Spectra Dikarenakan Adanya ODP Akibat Virus Corona,1
540,Jubir Satgas COVID-19: Jangan Sampai Unjuk Rasa Jadi Klaster Baru,0
541,Infografis COVID-19 (31 Mei 2020),0
542,Puskesmas Jadi Penentu Pasien COVID-19 di Rumah Sakit atau Hotel Isolasi Mandiri,0
543,"Rencana Pembukaan Bioskop di Masa Pandemi, Satgas Penanganan COVID-19 Rekomendasikan Berikut Ini",0
544,Dokter Reisa Bagi Tips Protokol Kesehatan COVID-19 di Pusat Perbelanjaan,0
545,"Doni Monardo Minta ""Seruan Dari Masjid"" Digaungkan di Seluruh Penjuru Tanah Air ",0
546,"Darurat Corona, Ma’ruf Amin Himbau Mudik Lewat Tol Langit Saja",1
547,Satgas PEN: Realisasi Anggaran Pemulihan Ekonomi Nasional Optimistis Tercapai,0
548,Foto Dampak 16 Hari Lockdown di Italia,1
549,Negara Lindungi Pekerja Migran Bermasalah Saat Kembali ke Tanah Air,0
550,Infografis COVID-19 (12 Juli 2020),0
551,Kenali Risiko Mobilitas Agar Terhindar COVID-19,0
552,Singapura Membuka Vaccine Tourism dan Melakukan Vaksinasi di Bandara Changi,1
553,Presiden Jokowi Dorong PBB Perkuat Kerja Sama dalam Penanganan COVID-19,0
554,"SBY Siap Kembalikan Dana Bank Century Rp6,7 Triliun untuk Bantu Covid-19",1
555,Kontrol Pemerintah dan Kesadaran Bersama Dukung Pengaturan Sosial Selama Pandemi,0
556,Novel Terbitan 1981 Ini Sudah Prediksi Kemunculan Corona di Wuhan,1
557,Strategi Komunikasi Publik yang Efektif untuk Tingkatkan Pemahaman Masyarakat Terkait COVID-19,0
558,Pasien Sembuh Dari Covid-19 Bertambah Menjadi 576.693 Orang,0
559,Satgas Covid-19 Pantau Penyelenggaraan Pilkada Guna Cegah Penularan ,0
560,Presiden Dorong Kemudahan dan Produktivitas Industri Medis untuk Penuhi Kebutuhan Dalam Negeri,0
561,Pasien Sembuh Sudah Mencapai 247.667 Orang,0
562,Infografis COVID-19 (03 Agustus 2020),0
563,"Vaksinasi COVID-19, Prioritaskan Keselamatan Masyarakat",0
564,Survei Tunjukkan Mayoritas Masyarakat Indonesia Bersedia Menerima Vaksin COVID-19,0
565,Ketua Gugus Tugas Nasional Resmikan Fasilitas Isolasi dan Observasi Penyakit Infeksi di Lamongan,0
566,[Top 5] Topik Teratas Periksa Fakta MAFINDO Periode 11-17 April 2020,1
567,TNI Siap Terus Membantu Satgas Penanganan COVID-19,0
568,Foto 4 Orang Alami Kelumpuhan Wajah Setelah Disuntik Vaksin Corona,1
569,Vaksin Efektif Menghentikan Penyebaran Infeksi Penyakit Menular,0
570,Jubir Reisa: Data Pusdatin Kemenkes Berdasarkan Pembuktian Uji Laboratorium,0
571,Upaya-Upaya Pemerintah Penuhi Kebutuhan Pokok Masyarakat di Tengah Pandemi COVID-19,0
572,Perlindungan UMKM Guna Menjaga Produktivitas di Tengah Pandemik COVID-19,0
573,MUI Ajak Masyarakat Berikhtiar dan Berkontribusi dalam Pencegahan COVID-19 Sesuai Fatwa MUI 14/2020,0
574,Satgas Covid-19: Berikan Sanksi Kepada Penyelenggara Yang Mengundang Kerumunan,0
575,Infografis COVID-19 (23 Juli 2020),0
576,Video Detik-Detik Jembatan Wuhan Runtuh,1
577,Italia Meminta Dibacakan Al-Qur’an Dan Doa Untuk Melawan Wabah Corona,1
578,"Jelang Idulfitri, Presiden: Pastikan Protokol Kesehatan Tetap Dijalankan Secara Ketat",0
579,"Cegah Penularan COVID-19, Lakukan Isolasi Secara Mandiri dengan Ketat",0
580,Pasien Sembuh Harian Di Riau Meningkat Pesat,0
581,3.517 Wartawan Lolos Seleksi Fellowship Perubahan Perilaku,0
582,KKN Tematik COVID-19 Jadi Pengalaman Langka,0
583,"Video TKA CHINA MASUK PALEMBANG DENGAN APD LENGKAP, BIAR DIKIRA NAKES!?!?",1
584,Infografis COVID-19 (19 Mei 2020),0
585,Berdamai dengan Corona yang Dimaksud Jokowi adalah Pemerintah Telah Kalah dan Menyerah,1
586,Presiden: Jadikan Penanganan COVID-19 sebagai Model Percepatan Pengurangan TBC,0
587,Lebih Dari 84 Ribu Pos Jaga Desa Dibentuk untuk Cegat COVID-19,0
588,Gambar Sampul Koran Tempo Gotong Royong Melawan Virus Corona,1
589,Menristek/Kepala BRIN Saksikan Pendatanganan Kesepakatan Pendirian Pabrik Katalis Merah Putih dan Tinjau Kesiapan Vaksin dan Alat Kesehatan COVID-19 dalam Kunjungan Kerja ke Bandung,0
590,Vaksin COVID-19 Efektif Meski Virus COVID-19 Bermutasi,0
591,Awas Hoaks: Virus COVID-19 varian baru tidak terdeteksi oleh Tes PCR,1
592,Kepatuhan Masyarakat Terhadap Protokol Kesehatan Harus Ditingkatkan,0
593,Kaesang pengarep mampu menangani virus Corona di Jakarta asal menjadi gubernur DKI,1
594,Formulir Online untuk Banpres Produktif oleh Kementerian Koperasi dan UKM,1
595,Berkebun di Rumah Bantu Halau Kebosanan Selama ‘Physical Distancing’,0
596,"OBAT YANG DIBELI JOKOWI DARI CINA KOMUNIS, SANGAT BERBAHAYA DAN BERAKIBAT KEMATIAN",1
597,GELOMBANG KE-3 Kuota Internet Free dari Operator!,1
598,Sistem Pembelajaran Tatap Muka Bergantung Perkembangan Penanganan Covid-19 di Daerah,0
599,Setiap Hari Puskesmas di Kelapa Gading Rujuk 10 Pasien COVID-19 ke Wisma Atlet,1
600,Analisis Data COVID-19 Indonesia (Update Per 18 Oktober 2020),0
601,Yuri: Kondisi 17 Peserta Didik dan Pelatih Secapa TNI AD yang Dirawat Karena COVID-19 Sudah Membaik,0
602,Video Doa Imam Besar Masjidil Haram Mekah Assyeikh Sudais terhadap Musibah Virus Corona,1
603,Objek Wisata Pangandaran akan Ditutup,1
604,IDI Optimis Vaksinasi akan Hentikan Penularan COVID-19 ,0
605,"Perayaan Ulang Tahun, Nike Bagi-bagi Hadiah Sepatu, T-Shirt, dan Masker",1
606,Pasien Sembuh Covid-19 Terus Bertambah Menjadi 596.783 Orang,0
607,Vaksin dan 3M Paket Lengkap Proteksi Kesehatan Masyarakat,0
608,MUI Kawal Pengadaan Vaksin COVID-19,0
609,"Kasus Konfirmasi Positif COVID-19 Bertambah 856, Pasien Sembuh Meningkat 755",0
610,Infografis COVID-19 (9 Mei 2020),0
611,Tahapan Uji Klinik Vaksin,0
612,Pesan Berantai Ganjar Pranowo Bolehkan Warga Jawa Tengah Salat Idul Fitri,1
613,Kasus Aktif di Indonesia Masih Di Bawah Rata-Rata Dunia,0
614,"Akibat Suntik Vaksin dari Cina , Masyarakat Zimbabwe Terkena Penyakit Kulit Ber Air.",1
615,Ada 74 Kabupaten/Kota Tanpa Kasus Aktif,0
616,Pemerintah Apresiasi Inisiatif Unit Pemda dalam Penanganan COVID-19,0
617,Analisis Data COVID-19 Indonesia (Update Per 16 Agustus 2020),0
618,Jubir Pemerintah: COVID-19 Sudah Mulai Dapat Dikendalikan,0
619,Video Plandemic,1
620,Kenapa Vaksin Butuh Rantai Dingin (Cold Chain)?,0
621,Kemenkes: Stigma Berkontribusi Terhadap Tingginya Angka Kematian COVID-19,0
622,Agar Cepat Sembuh Tanamkan Pikiran Positif Selama Menjalani Perawatan COVID-19,0
623,Doni Monardo Dorong Masyarakat Papua Barat Konsumsi Sagu dan Ikan Untuk Tingkatkan Imunitas Lawan COVID-19,0
624,Infografis COVID-19 (9 November 2020),0
625,"Bahas Persiapan Ramadan, Presiden: Distribusi Logistik Jangan Sampai Terganggu",0
626,"Uji Sampel COVID-19, Satu Orang Bisa Lebih dari Satu Spesimen",0
627,"Kasus Positif COVID-19 Jadi 9.511, Pasien Sembuh Naik 1.254, Angka Meninggal Terus Melemah",0
628,Infografis COVID-19 (2 Mei 2020),0
629,Analisis Data COVID-19 Indonesia (Update Per 3 Januari 2021),0
630,Merry Riana: Pandemik COVID-19 Ibarat Masa Ulat Menjadi Kepompong,0
631,Pasukan Tentara Membantu Melawan Virus Corona di New York,1
632,Pasien Sembuh Mencapai 120.900 Kasus,0
633,Penanganan COVID-19 Pada 10 Provinsi Prioritas Cenderung Membaik,0
634,Vaksinasi Dilakukan Bertahap,0
635,Pesan Berantai Salah Satu Cara Untuk Menangkis Virus Covid-19 Dengan Air Garam dan Air Hangat,1
636,Penggunaan Dexamethasone dan Hydroxychloroquine pada Pasien COVID-19,0
637,Arab Saudi merayakan masa berakhirnya LOCKDOWN,1
638,Infografis COVID-19 (24 Agustus 2020),0
639,"Update COVID-19 di RI 11 Juni, Positif 35.295, Meninggal 2.000, Sembuh 12.636",0
640,Pembinaan Olahraga di Masa Pandemi COVID-19,0
641,Anies Borong Celana Dalam Cewek,1
642,"Doni Monardo Tegaskan COVID-19 Bukan Rekayasa, Ibarat Malaikat Pencabut Nyawa",0
643,Andre Rahadian: “Relawan Akan Terus Solid Membantu Pemerintah Menangani COVID-19”,0
644,Menteri PPPA: Terapkan Protokol Kesehatan di Lingkungan Keluarga,0
645,Gugus Tugas Dorong Masyarakat Manfaatkan Keragaman Pangan Indonesia,0
646,"Update Konfirmasi COVID-19, Pasien Sembuh Meningkat Jadi 19.241, Positif Bertambah 1.051, Meninggal Naik 35 Orang",0
647,Kasus Aktif Indonesia Lebih Baik Dari Rata-Rata Dunia,0
648,"Minggu Pertama Kuartal IV/2020, Realisasi Program PEN Bertambah Rp13,5 Triliun",0
649,Gambar Jokowi Memanahkan Suntikan ke Ahok dalam Artikel CNBC Indonesia,1
650,Memalsukan Hasil Tes Covid-19 Berujung Pidana 4 Tahun,0
651,Sistem Kerja ASN Berdasar Zona Risiko Guna Tekan Klaster Perkantoran,0
652,Infografis COVID-19 (10 April 2020),0
653,"LBM Eijkman, Laboratorium Tersertifikasi Periksa Sampel Klinis Pasien Terduga COVID-19",0
654,Pasien Sembuh Harian Bertambah 4.094 Orang,0
655,Infografis COVID-19 (24 Juni 2020),0
656,Analisis Data COVID-19 Indonesia (Update Per 26 Juli 2020),0
657,TVRI akan Siarkan Program Belajar dari Rumah di Tengah Pandemi COVID-19,0
658,Pemerintah dan PHRI Siapkan 120 Hotel Isolasi Mandiri di Sembilan Provinsi,0
659,Foto Sekarang malesiya sapu habis penduduk asing…,1
660,Sebagian Besar Kabupaten/Kota Memiliki Kasus Aktif Dibawah 100,0
661,Yuri: Penambahan Kasus Positif COVID-19 di Jatim Tertinggi dan Lampaui DKI Jakarta,0
662,RSKI Pulau Galang Masih Rawat 62 Pasien COVID-19,0
663,Tak Ada Penerapan Herd Immunity di Masa Pandemi,0
664,Buat Para KADRUN Cukup Kalian Jaga Mulut Bagi Kami Adalah Bantuan,1
665,"Foto Penipuan para medis, termasuk alat tes suhu di kening, itu alat sinar leser tes suhu kabel demi proyek covit",1
666,"Realisasi Bantuan Sosial Tunai Capai 82%, untuk jaga daya beli masyarakat",0
667,Kemenkes: Penggunaan APD Coverall Disesuaikan Risiko Penularan,0
